Name,m,b,r^2,Low,High,Notes
PR1 - Square 6xL,489412.41,-102961.92,0.9906,0.5,2,Best curve for PR1 with 6x LgBit dilution in square bottom white plate. (Optimal range is 0.5-2 ug/mL)
